scenario_name,game_name,run_profile,model_mode,condition_label,episodes_n,pair_total_payoff_mean,agent_1_payoff_mean,agent_2_payoff_mean,agent_1_mean_overall_state,agent_2_mean_overall_state,agent_1_negative_state_share,agent_2_negative_state_share,game_metric_name,game_metric_value,interpretation_guardrail
S1,Prisoners Dilemma,paper,reported_runs_compat,emotional-neutral-neutral__vs__emotional-neutral-neutral,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Prisoners Dilemma,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Prisoners Dilemma,paper,reported_runs_compat,fixed-tit_for_tat__vs__hybrid-neutral-neutral,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Prisoners Dilemma,paper,reported_runs_compat,fixed-tit_for_tat__vs__rational,20,403.0,199.0,204.0,-0.6249801626854559,-0.6140897775425893,1.0,0.99,mutual cooperation rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Prisoners Dilemma,paper,reported_runs_compat,fixed-tit_for_tat__vs__emotional-neutral-neutral,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Prisoners Dilemma,paper,reported_runs_compat,fixed-tit_for_tat__vs__fixed-tit_for_tat,20,1200.0,600.0,600.0,0.24059729113124453,0.24059729113124453,0.0,0.0,mutual cooperation rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,hybrid-neutral-neutral__vs__hybrid-neutral-neutral,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,agreement rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,hybrid-neutral-neutral__vs__rational,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,agreement rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,hybrid-neutral-neutral__vs__emotional-neutral-neutral,20,570.25,342.15,228.1,-0.17932791281374097,-0.45316831432378163,0.4405,1.0,agreement rate,0.57025,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,rational__vs__hybrid-neutral-neutral,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,agreement rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,rational__vs__rational,20,0.0,0.0,0.0,-0.7323522749348269,-0.7323522749348269,1.0,1.0,agreement rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,rational__vs__emotional-neutral-neutral,20,570.25,342.15,228.1,-0.17932791281374097,-0.45316831432378163,0.4405,1.0,agreement rate,0.57025,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,rational__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,emotional-neutral-neutral__vs__hybrid-neutral-neutral,20,206.5,82.6,123.9,-0.6333747621920869,-0.5379498701138428,1.0,0.80975,agreement rate,0.2065,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,emotional-neutral-neutral__vs__rational,20,206.5,82.6,123.9,-0.6333747621920869,-0.5379498701138428,1.0,0.80975,agreement rate,0.2065,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,emotional-neutral-neutral__vs__emotional-neutral-neutral,20,395.25,217.4,177.85,-0.4112196627849675,-0.509673933389718,0.7205,0.9455,agreement rate,0.39525,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,961.0,527.4,433.6,0.06602436957921796,-0.15647437573592105,0.32025,0.77725,agreement rate,0.961,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,fixed-tit_for_tat__vs__hybrid-neutral-neutral,20,995.0,398.0,597.0,-0.24576394020411838,0.23284731752193405,1.0,0.02,agreement rate,0.995,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,fixed-tit_for_tat__vs__rational,20,995.0,398.0,597.0,-0.24576394020411838,0.23284731752193405,1.0,0.02,agreement rate,0.995,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,fixed-tit_for_tat__vs__emotional-neutral-neutral,20,979.0,518.8,460.2,0.0454146336676081,-0.09943313761223267,0.3855,0.68825,agreement rate,0.979,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,reported_runs_compat,fixed-tit_for_tat__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,hybrid-neutral-neutral__vs__hybrid-neutral-neutral,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,hybrid-neutral-neutral__vs__rational,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,hybrid-neutral-neutral__vs__emotional-neutral-neutral,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,rational__vs__hybrid-neutral-neutral,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,rational__vs__rational,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,rational__vs__emotional-neutral-neutral,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,rational__vs__fixed-tit_for_tat,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,emotional-neutral-neutral__vs__hybrid-neutral-neutral,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,emotional-neutral-neutral__vs__rational,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,emotional-neutral-neutral__vs__emotional-neutral-neutral,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,2000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,fixed-tit_for_tat__vs__hybrid-neutral-neutral,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,fixed-tit_for_tat__vs__rational,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,fixed-tit_for_tat__vs__emotional-neutral-neutral,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,reported_runs_compat,fixed-tit_for_tat__vs__fixed-tit_for_tat,20,2000.0,1200.0,800.0,0.24059729113124453,-0.2405972911312447,0.0,1.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
