scenario_name,game_name,run_profile,model_mode,condition_label,episodes_n,pair_total_payoff_mean,agent_1_payoff_mean,agent_2_payoff_mean,agent_1_mean_overall_state,agent_2_mean_overall_state,agent_1_negative_state_share,agent_2_negative_state_share,game_metric_name,game_metric_value,interpretation_guardrail
S1,Battle of Sexes,paper,integrated_model,hybrid-neutral-neutral__vs__rational,20,87.5,35.0,52.5,-0.7596275226015693,-0.5088158978137224,1.0,0.9924999999999999,agreement rate,0.0875,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,hybrid-neutral-neutral__vs__emotional-neutral-neutral,20,700.75,409.45,291.3,0.18595242173270868,0.1864714235685062,0.35375,0.3555,agreement rate,0.70075,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.7424153008332824,0.7693205844218222,0.0,0.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,rational__vs__hybrid-neutral-neutral,20,228.75,137.25,91.5,-0.6217546175346007,-0.8621164644943715,0.98525,1.0,agreement rate,0.22875,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,rational__vs__rational,20,0.0,0.0,0.0,-0.46162320799299755,-0.46162320799299755,1.0,1.0,agreement rate,0.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,rational__vs__emotional-neutral-neutral,20,645.75,387.45,258.3,0.4054175104481082,0.17368337668539086,0.353,0.3555,agreement rate,0.64575,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,rational__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.9003265450588088,0.7693205844218222,0.0,0.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,emotional-neutral-neutral__vs__hybrid-neutral-neutral,20,453.0,217.25,235.75,-0.39023065987796096,-0.47170040775828054,0.753,0.751,agreement rate,0.453,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,emotional-neutral-neutral__vs__rational,20,260.0,104.0,156.0,-0.41161137135941606,-0.1572018917969994,0.761,0.75025,agreement rate,0.26,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,emotional-neutral-neutral__vs__emotional-neutral-neutral,20,536.75,296.05,240.7,-0.1835037807585503,-0.20047719740827613,0.5605,0.55475,agreement rate,0.53675,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,951.0,518.85,432.15,0.6104903727623006,0.6981969070159716,0.0655,0.05975,agreement rate,0.951,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,fixed-tit_for_tat__vs__hybrid-neutral-neutral,20,995.0,398.0,597.0,0.7611495899371629,0.6828953702587589,0.005,0.005,agreement rate,0.995,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,fixed-tit_for_tat__vs__rational,20,995.0,398.0,597.0,0.7611495899371629,0.8911360061590755,0.005,0.005,agreement rate,0.995,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,fixed-tit_for_tat__vs__emotional-neutral-neutral,20,977.5,522.25,455.25,0.7986533262686717,0.6588565914839687,0.028499999999999998,0.03075,agreement rate,0.9775,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Battle of Sexes,paper,integrated_model,fixed-tit_for_tat__vs__fixed-tit_for_tat,20,1000.0,600.0,400.0,0.9003265450588088,0.7693205844218222,0.0,0.0,agreement rate,1.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,hybrid-neutral-neutral__vs__hybrid-neutral-neutral,20,2000.0,1000.0,1000.0,0.5369992691447881,0.5369992691447881,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,hybrid-neutral-neutral__vs__rational,20,2000.0,1000.0,1000.0,0.5369992691447881,0.6052521295455218,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,hybrid-neutral-neutral__vs__emotional-neutral-neutral,20,2000.0,1000.0,1000.0,0.5369992691447881,0.5369992691447881,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,hybrid-neutral-neutral__vs__fixed-tit_for_tat,20,2000.0,1000.0,1000.0,0.5369992691447881,0.6052521295455218,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,rational__vs__hybrid-neutral-neutral,20,2000.0,1200.0,800.0,0.5851474158880704,0.3749274592327314,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,rational__vs__rational,20,2000.0,1200.0,800.0,0.5851474158880704,0.38094046512865776,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,rational__vs__emotional-neutral-neutral,20,2000.0,1200.0,800.0,0.5851474158880704,0.3749274592327314,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,rational__vs__fixed-tit_for_tat,20,2000.0,1200.0,800.0,0.5851474158880704,0.38094046512865776,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,emotional-neutral-neutral__vs__hybrid-neutral-neutral,20,2000.0,1000.0,1000.0,0.5369992691447881,0.5369992691447881,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,emotional-neutral-neutral__vs__rational,20,2000.0,1000.0,1000.0,0.5369992691447881,0.6052521295455218,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,emotional-neutral-neutral__vs__emotional-neutral-neutral,20,2000.0,1000.0,1000.0,0.5369992691447881,0.5369992691447881,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,emotional-neutral-neutral__vs__fixed-tit_for_tat,20,2000.0,1000.0,1000.0,0.5369992691447881,0.6052521295455218,0.0,0.0,acceptance rate / mean offer,1.0 / 5.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,fixed-tit_for_tat__vs__hybrid-neutral-neutral,20,2000.0,1200.0,800.0,0.5851474158880704,0.3749274592327314,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,fixed-tit_for_tat__vs__rational,20,2000.0,1200.0,800.0,0.5851474158880704,0.38094046512865776,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,fixed-tit_for_tat__vs__emotional-neutral-neutral,20,2000.0,1200.0,800.0,0.5851474158880704,0.3749274592327314,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
S1,Ultimatum Game,paper,integrated_model,fixed-tit_for_tat__vs__fixed-tit_for_tat,20,2000.0,1200.0,800.0,0.5851474158880704,0.38094046512865776,0.0,0.0,acceptance rate / mean offer,1.0 / 4.0,Descriptive result only. reported_runs_compat diagnostics reproduce v11 status boundaries; integrated_model results are new architecture outputs.
